timestamp,agent.name,rule.description,rule.level,rule.id
"May 24, 2025 @ 00:56:23.430","RHEL7","Windows: Service startup type was changed.","3","1278"
"May 24, 2025 @ 00:56:13.920","RHEL7","AWS GuardDuty: AWS_API_CALL - Unusual console login was seen for principal NETWORK Service.","6","80302"
"May 24, 2025 @ 00:56:01.462","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 24, 2025 @ 00:56:01.462","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 24, 2025 @ 00:55:01.514","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 24, 2025 @ 00:55:01.468","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 24, 2025 @ 00:54:47.162","RHEL7","File """" is a positive match. Yara rule: ","3","768"
"May 24, 2025 @ 00:54:03.414","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"May 24, 2025 @ 00:54:01.517","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 24, 2025 @ 00:54:01.475","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 24, 2025 @ 00:53:01.446","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 24, 2025 @ 00:53:01.445","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 24, 2025 @ 00:52:46.321","RHEL7","osquery: incident-response open_files: Process 18631 has file /var/osquery/osquery.db/MANIFEST-016679 opened","1","4125"
"May 24, 2025 @ 00:52:46.243","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"May 24, 2025 @ 00:52:46.084","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer","5","61603"
"May 24, 2025 @ 00:52:46.084","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Modules Installer Worker","5","61603"
"May 24, 2025 @ 00:52:46.048","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Location Notification","5","61603"
"May 24, 2025 @ 00:52:45.183","DESKTOP-O7P9I53","Non service account logged off.","3","67023"
"May 24, 2025 @ 00:52:45.159","DESKTOP-O7P9I53","Non service account logged off.","3","67023"
"May 24, 2025 @ 00:52:45.150","DESKTOP-O7P9I53","Special privileges assigned to new logon.","3","67028"
"May 24, 2025 @ 00:52:43.968","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"May 24, 2025 @ 00:52:43.949","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation CTF Loader","5","61603"
"May 24, 2025 @ 00:52:43.849","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Control\\DeviceClasses\\{e6327cad-dcec-4949-ae8a-991e976a79d2}\\##?#SWD#MMDEVAPI#{3.0.0.00000001}.{6C26BA7D-F0B2-4225-B422-8168C5261E45}#{e6327cad-dcec-4949-ae8a-991e976a79d2}\\#\\Device Parameters\\FriendlyName by C:\\Windows\\System32\\svchost.exe","5","61615"
"May 24, 2025 @ 00:52:43.837","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Enum\\SWD\\MMDEVAPI\\{3.0.0.00000001}.{6C26BA7D-F0B2-4225-B422-8168C5261E45}\\FriendlyName by System","5","61615"
"May 24, 2025 @ 00:52:43.837","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Accessibility shortcut keys","5","61603"
"May 24, 2025 @ 00:52:43.770","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Control\\Class\\{c166523c-fe0c-4a94-a586-f1a80cfbbf3e}\\0002\\DriverVersion by System","5","61615"
"May 24, 2025 @ 00:52:42.512","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"May 24, 2025 @ 00:52:42.493","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Logon User Interface Host","5","61603"
"May 24, 2025 @ 00:52:42.452","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation VMware SVGA Helper Service","5","61603"
"May 24, 2025 @ 00:52:42.452","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Assistive Technology Manager","5","61603"
"May 24, 2025 @ 00:52:42.415","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation RDP Clipboard Monitor","5","61603"
"May 24, 2025 @ 00:52:42.384","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Driver Foundation - User-mode Driver Framework Host Process","5","61603"
"May 24, 2025 @ 00:52:42.369","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Desktop Window Manager","5","61603"
"May 24, 2025 @ 00:52:42.369","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Logon User Interface Host","5","61603"
"May 24, 2025 @ 00:52:42.347","DESKTOP-O7P9I53","Special privileges assigned to new logon.","3","67028"
"May 24, 2025 @ 00:52:42.347","DESKTOP-O7P9I53","Session reconnected/disconnected to winstation","3","60108"
"May 24, 2025 @ 00:52:42.311","DESKTOP-O7P9I53","Special privileges assigned to new logon.","3","67028"
"May 24, 2025 @ 00:52:42.275","DESKTOP-O7P9I53","Non network or service local logon.","3","67022"
"May 24, 2025 @ 00:52:42.245","DESKTOP-O7P9I53","Non network or service local logon.","3","67022"
"May 24, 2025 @ 00:52:42.210","DESKTOP-O7P9I53","Non network or service local logon.","3","67022"
"May 24, 2025 @ 00:52:41.166","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Host Process for Windows Tasks","5","61603"
"May 24, 2025 @ 00:52:41.085","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation TSTheme Server Module","5","61603"
"May 24, 2025 @ 00:52:41.072","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Disk Space Cleanup Manager for Windows","5","61603"
"May 24, 2025 @ 00:52:41.058","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation MoUSO Core Worker Process","5","61603"
"May 24, 2025 @ 00:52:41.015","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows Logon User Interface Host","5","61603"
"May 24, 2025 @ 00:52:40.876","DESKTOP-O7P9I53","Windows Logon Success","3","60106"
"May 24, 2025 @ 00:52:40.837","DESKTOP-O7P9I53","Session reconnected/disconnected to winstation","3","60108"
"May 24, 2025 @ 00:52:40.798","DESKTOP-O7P9I53","Successful Remote Logon Detected - User:\admin - NTLM authentication, possible pass-the-hash attack - Possible RDP connection. Verify that DESKTOP-KC96ER5 is allowed to perform RDP connections","6","92657"
"May 24, 2025 @ 00:52:40.798","DESKTOP-O7P9I53","Special privileges assigned to new logon.","3","67028"
"May 24, 2025 @ 00:52:40.789","DESKTOP-O7P9I53","Special privileges assigned to new logon.","3","67028"
"May 24, 2025 @ 00:52:37.952","DESKTOP-O7P9I53","Windows User Logoff","3","60137"
"May 24, 2025 @ 00:52:37.921","DESKTOP-O7P9I53","Successful Remote Logon Detected - User:\admin - NTLM authentication, possible pass-the-hash attack - Possible RDP connection. Verify that DESKTOP-KC96ER5 is allowed to perform RDP connections","6","92657"
"May 24, 2025 @ 00:52:37.909","DESKTOP-O7P9I53","Special privileges assigned to new logon.","3","67028"
"May 24, 2025 @ 00:52:37.908","DESKTOP-O7P9I53","Special privileges assigned to new logon.","3","67028"
"May 24, 2025 @ 00:52:34.441","RHEL7","Apache: Attempt to access forbidden directory index.","5","30306"
"May 24, 2025 @ 00:52:01.457","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 24, 2025 @ 00:52:01.416","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 24, 2025 @ 00:51:59.797","RHEL7","sshd: Possible breakin attempt (high number of reverse lookup errors).","10","5703"
"May 24, 2025 @ 00:51:41.773","DESKTOP-O7P9I53","Logon Failure - Unknown user or bad password","5","60122"
"May 24, 2025 @ 00:51:40.458","DESKTOP-O7P9I53","Logon Failure - Unknown user or bad password","5","60122"
"May 24, 2025 @ 00:51:38.759","DESKTOP-O7P9I53","Logon Failure - Unknown user or bad password","5","60122"
"May 24, 2025 @ 00:51:03.949","RHEL7","CVE-2017-15994 affects rsync","13","23506"
"May 24, 2025 @ 00:51:01.457","DESKTOP-O7P9I53","Executable file dropped in folder commonly used by malware","15","92213"
"May 24, 2025 @ 00:51:01.416","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 24, 2025 @ 00:50:36.704","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:36.664","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:36.664","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:36.631","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:36.630","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:36.600","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:36.586","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:36.585","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.818","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.818","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.787","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.786","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.757","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.757","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.724","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.724","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.693","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.693","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.661","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.661","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.623","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.623","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.592","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.591","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:35.578","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:34.552","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:34.552","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:34.529","DESKTOP-O7P9I53","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"May 24, 2025 @ 00:50:32.988","DESKTOP-O7P9I53","Powershell process created an executable file in Windows root folder","9","92205"
"May 24, 2025 @ 00:50:32.988","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 24, 2025 @ 00:50:32.925","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:32.924","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:32.894","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:32.894","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:32.865","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:31.988","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:31.956","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:31.940","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:31.924","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:31.910","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:31.894","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.878","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.853","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.852","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.836","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.820","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.805","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.803","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.802","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.785","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.758","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.733","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.717","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.710","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:31.708","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:30.717","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:30.675","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:30.675","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:30.662","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Wazuh Agent","5","61603"
"May 24, 2025 @ 00:50:30.084","DESKTOP-O7P9I53","Wazuh agent started.","3","503"
"May 24, 2025 @ 00:50:27.640","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:27.640","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:27.605","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.683","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.683","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.652","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.651","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.621","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.621","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.590","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.590","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.559","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.558","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:26.543","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.567","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.567","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.536","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.536","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.503","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.503","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.479","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.479","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.453","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.453","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.438","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.438","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:25.405","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
"May 24, 2025 @ 00:50:23.902","DESKTOP-O7P9I53","C:\\Windows\\SysWOW64\\SecEdit.exe binary in a suspicious location launched by C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0\\powershell.exe","4","92066"
"May 24, 2025 @ 00:50:22.796","DESKTOP-O7P9I53","Service startup type was changed","3","61104"
"May 24, 2025 @ 00:50:21.853","DESKTOP-O7P9I53","Sysmon - Event 13: RegistryEvent SetValue on HKLM\\System\\CurrentControlSet\\Services\\WazuhSvc\\Start by C:\\Windows\\system32\\services.exe","5","61615"
"May 24, 2025 @ 00:50:21.808","DESKTOP-O7P9I53","Powershell process created an executable file in Windows root folder","9","92205"
"May 24, 2025 @ 00:50:20.329","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Windows PowerShell","5","61603"
"May 24, 2025 @ 00:50:20.257","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.585","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.585","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:19.553","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:19.538","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:19.532","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:19.492","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:19.491","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:19.459","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:19.459","DESKTOP-O7P9I53","A net.exe account discovery command was initiated","3","92039"
"May 24, 2025 @ 00:50:19.429","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.428","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.397","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.397","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.366","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.366","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.334","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.334","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.303","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.303","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.273","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.272","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.240","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.240","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.210","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.209","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:19.200","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:17.605","DESKTOP-O7P9I53","Discovery activity executed","3","92031"
"May 24, 2025 @ 00:50:16.644","DESKTOP-O7P9I53","Wazuh agent started.","3","503"
"May 24, 2025 @ 00:47:40.946","RHEL7","Audit: Command: /usr/sbin/sh","3","80784"
"May 24, 2025 @ 00:47:10.302","RHEL7","osquery: incident-response iptables: Iptable source ip 172.17.0.0 with policy ACCEPT and target MASQUERADE has a packet count of 43092","7","1307"
"May 24, 2025 @ 00:46:53.605","RHEL7","GitHub Git fetch.","3","91159"
"May 24, 2025 @ 00:46:48.064","RHEL7","Sample alert 1","2","1164"
"May 24, 2025 @ 00:44:46.196","RHEL7","Integrity checksum changed.","7","550"
"May 24, 2025 @ 00:44:20.820","RHEL7","CVE-2019-19232 affects sudo","7","23504"
"May 24, 2025 @ 00:44:16.143","RHEL7","Sample alert 3","6","89"
"May 24, 2025 @ 00:44:11.355","RHEL7","Docker: Started shell session in container nginx_container","5","87908"
"May 24, 2025 @ 00:39:54.782","RHEL7","osquery error message","6","1922"
"May 24, 2025 @ 00:38:17.895","DESKTOP-O7P9I53","Software protection service scheduled successfully.","3","60642"
"May 24, 2025 @ 00:38:14.949","DESKTOP-O7P9I53","Sysmon - Event 1: Process creation Audit Policy Program","5","61603"
